inspection_date,vehicle_id,vehicle_age_years,mileage_km,service_gap_months,brake_wear_percent,engine_alerts_90d,vibration_index,battery_voltage,avg_engine_temp_c,prior_failures,harsh_braking_events_30d,failure_probability_hidden,failure_next_30_days
2024-07-13 06:00:00,VH-0177,6.23,96679,2.05,38.72,1,2.4,13.2,102.33,0,6,0.0019,0
2024-07-13 12:00:00,VH-0178,5.36,65613,11.15,44.87,0,3.68,12.73,95.81,1,14,0.0513,0
2024-07-13 18:00:00,VH-0179,1.81,31754,4.2,10.14,2,2.46,12.26,93.55,0,7,0.0038,0
2024-07-14 00:00:00,VH-0180,5.07,88615,1.46,32.64,3,4.8,12.6,99.59,0,9,0.0167,0
2024-07-14 06:00:00,VH-0181,4.99,48988,12.63,25.31,4,4.21,12.82,93.25,0,8,0.0564,0
2024-07-14 12:00:00,VH-0182,9.87,109448,4.98,57.61,5,4.73,12.0,91.82,2,4,0.5985,1
2024-07-14 18:00:00,VH-0183,7.52,148363,8.33,66.99,2,3.91,12.21,81.69,1,10,0.3756,0
2024-07-15 00:00:00,VH-0184,5.23,96397,3.61,60.51,2,5.82,12.46,94.12,0,8,0.0458,0
2024-07-15 06:00:00,VH-0185,5.85,57063,12.91,24.77,3,3.92,12.53,93.12,1,10,0.0731,0
2024-07-15 12:00:00,VH-0186,5.31,56831,2.81,24.05,3,6.72,12.07,98.16,0,2,0.0146,1
2024-07-15 18:00:00,VH-0187,4.67,62434,4.37,43.8,0,3.93,12.83,90.03,1,12,0.0063,0
2024-07-16 00:00:00,VH-0188,2.39,32124,1.03,18.45,0,3.91,12.61,92.32,0,5,0.0004,0
2024-07-16 06:00:00,VH-0189,4.81,58177,12.71,28.94,0,3.89,12.39,94.0,0,7,0.0292,0
2024-07-16 12:00:00,VH-0190,3.26,50085,3.26,11.37,0,4.1,12.64,82.75,1,6,0.0061,0
2024-07-16 18:00:00,VH-0191,1.95,32431,6.92,31.62,1,4.83,12.92,96.16,0,5,0.0037,0
2024-07-17 00:00:00,VH-0192,6.53,91757,7.62,65.17,2,5.68,12.41,91.61,2,6,0.201,0
2024-07-17 06:00:00,VH-0193,6.22,94866,11.37,35.29,1,2.67,12.85,93.32,0,7,0.0068,0
2024-07-17 12:00:00,VH-0194,0.55,6580,6.56,32.32,3,4.67,13.15,99.65,1,6,0.0496,0
2024-07-17 18:00:00,VH-0195,4.88,85973,5.21,44.15,4,5.37,12.3,101.43,0,3,0.1179,1
2024-07-18 00:00:00,VH-0196,7.79,77486,10.61,21.03,0,4.1,12.75,90.69,0,4,0.0069,0
2024-07-18 06:00:00,VH-0197,7.95,97805,7.53,37.83,2,6.36,12.45,94.87,3,7,0.4572,0
2024-07-18 12:00:00,VH-0198,7.87,116490,4.63,42.93,1,6.43,12.47,97.07,0,14,0.1272,0
2024-07-18 18:00:00,VH-0199,5.3,89887,13.08,42.29,5,6.0,12.65,90.5,2,5,0.6008,1
2024-07-19 00:00:00,VH-0200,3.0,36851,7.94,34.55,3,3.61,12.26,89.25,0,9,0.0288,0
2024-07-19 06:00:00,VH-0201,2.38,39540,1.89,52.54,0,2.45,12.33,87.83,0,17,0.0018,0
2024-07-19 12:00:00,VH-0202,6.1,83920,14.64,27.05,1,5.07,12.28,85.27,0,5,0.0425,0
2024-07-19 18:00:00,VH-0203,6.19,99860,3.54,43.39,4,6.39,12.33,95.44,1,1,0.0195,0
2024-07-20 00:00:00,VH-0204,8.55,150974,11.34,54.43,2,3.21,12.93,90.77,1,8,0.1361,0
2024-07-20 06:00:00,VH-0205,8.06,59901,1.48,21.5,1,5.13,12.21,92.4,0,10,0.0044,0
2024-07-20 12:00:00,VH-0206,4.86,70144,10.57,41.07,3,4.26,12.46,94.05,1,5,0.1507,0
2024-07-20 18:00:00,VH-0207,1.97,22444,2.0,25.03,1,1.82,12.9,95.66,0,5,0.0007,0
2024-07-21 00:00:00,VH-0208,4.37,69291,6.43,17.89,0,4.44,13.01,93.08,0,4,0.0031,0
2024-07-21 06:00:00,VH-0209,5.76,85891,7.79,45.06,1,5.24,12.11,91.67,2,11,0.2717,0
2024-07-21 12:00:00,VH-0210,4.67,74054,4.7,26.68,0,3.67,12.04,88.17,0,5,0.0006,0
2024-07-21 18:00:00,VH-0211,3.7,46637,5.67,32.72,3,3.2,13.12,93.56,1,8,0.0132,0
2024-07-22 00:00:00,VH-0212,5.86,77668,2.4,57.51,2,6.14,12.62,93.72,0,5,0.0117,0
2024-07-22 06:00:00,VH-0213,3.89,44341,9.84,37.41,0,3.02,12.8,102.11,1,12,0.007,0
2024-07-22 12:00:00,VH-0214,3.57,64194,6.68,40.19,0,5.07,12.92,83.25,1,8,0.0094,0
2024-07-22 18:00:00,VH-0215,6.01,76541,2.79,35.57,1,2.72,12.93,86.13,1,8,0.0055,0
2024-07-23 00:00:00,VH-0216,4.15,54731,6.86,35.91,1,4.4,12.45,86.24,0,7,0.0121,0
2024-07-23 06:00:00,VH-0217,5.83,86782,7.01,51.88,0,4.55,12.25,91.62,1,6,0.0548,0
2024-07-23 12:00:00,VH-0218,5.91,109961,5.87,57.93,4,6.02,11.8,97.76,0,5,0.1128,0
2024-07-23 18:00:00,VH-0219,2.24,25216,0.46,24.69,0,4.97,12.51,87.62,2,4,0.0033,0
2024-07-24 00:00:00,VH-0220,3.95,65564,4.2,41.1,0,3.11,12.68,94.04,1,8,0.0183,0
2024-07-24 06:00:00,VH-0221,8.94,148083,9.74,48.48,3,5.91,11.97,97.0,2,13,0.8856,1
2024-07-24 12:00:00,VH-0222,2.18,52354,8.09,25.55,2,2.78,12.27,96.88,0,4,0.0049,0
2024-07-24 18:00:00,VH-0223,0.3,13724,7.92,30.78,0,1.97,12.8,95.0,0,4,0.0012,0
2024-07-25 00:00:00,VH-0224,0.36,7371,6.64,30.41,1,2.88,13.28,80.19,0,5,0.0005,0
2024-07-25 06:00:00,VH-0225,5.28,83672,10.5,45.27,2,4.9,12.4,96.68,1,6,0.2424,0
2024-07-25 12:00:00,VH-0226,5.28,70029,3.52,57.63,1,5.83,12.2,85.87,4,11,0.7259,1
2024-07-25 18:00:00,VH-0227,4.89,50773,2.95,39.96,0,5.62,13.08,92.06,0,8,0.0029,0
2024-07-26 00:00:00,VH-0228,8.36,122497,17.03,53.48,0,4.21,11.8,89.74,3,10,0.8731,1
2024-07-26 06:00:00,VH-0229,0.3,3000,3.23,4.3,0,3.54,13.42,89.62,0,3,0.0003,0
2024-07-26 12:00:00,VH-0230,6.23,73130,1.83,58.12,2,5.32,12.49,87.43,2,5,0.0698,0
2024-07-26 18:00:00,VH-0231,9.26,185737,4.64,85.29,2,6.39,12.36,99.15,2,12,0.5878,0
2024-07-27 00:00:00,VH-0232,2.27,40158,6.02,52.13,2,3.84,13.26,86.27,1,1,0.0698,0
2024-07-27 06:00:00,VH-0233,4.21,42678,10.55,57.34,2,4.11,12.01,96.61,1,12,0.2291,0
2024-07-27 12:00:00,VH-0234,3.24,62213,4.21,22.0,0,3.78,12.33,82.73,0,3,0.0029,0
2024-07-27 18:00:00,VH-0235,2.87,43838,4.18,16.29,1,3.66,12.61,91.14,0,2,0.0013,0
2024-07-28 00:00:00,VH-0236,4.35,72517,5.63,6.3,2,4.02,12.55,101.83,1,4,0.0106,0
2024-07-28 06:00:00,VH-0237,8.91,121463,3.67,66.98,5,5.33,13.3,109.47,1,5,0.1718,0
2024-07-28 12:00:00,VH-0238,9.98,149169,1.5,72.49,4,5.17,12.05,88.09,2,7,0.6231,1
2024-07-28 18:00:00,VH-0239,4.33,59969,1.96,37.91,0,2.73,12.23,85.84,0,7,0.0012,0
2024-07-29 00:00:00,VH-0240,10.15,128091,12.45,43.31,3,6.03,11.75,92.6,2,8,0.6073,1
2024-07-29 06:00:00,VH-0241,5.29,68464,9.09,38.33,2,4.84,12.54,104.49,0,7,0.0232,0
2024-07-29 12:00:00,VH-0242,9.76,155423,5.49,68.79,1,6.98,12.45,92.55,1,10,0.7411,0
2024-07-29 18:00:00,VH-0243,4.96,94279,8.07,56.86,1,4.8,12.25,97.17,0,10,0.0394,0
2024-07-30 00:00:00,VH-0244,5.54,78582,9.27,45.83,0,3.66,12.44,91.33,0,9,0.0211,0
2024-07-30 06:00:00,VH-0245,6.15,58980,3.37,44.4,1,3.41,13.23,85.11,0,6,0.0014,0
2024-07-30 12:00:00,VH-0246,13.47,189386,2.38,75.69,1,5.53,12.14,82.87,2,7,0.4052,1
2024-07-30 18:00:00,VH-0247,7.41,134308,11.62,74.15,0,5.25,12.38,87.56,1,8,0.1174,0
2024-07-31 00:00:00,VH-0248,3.36,28450,0.61,34.47,0,3.27,13.44,101.22,0,10,0.0011,0
2024-07-31 06:00:00,VH-0249,7.72,107734,8.16,37.42,1,3.11,12.09,92.24,1,11,0.0276,0
2024-07-31 12:00:00,VH-0250,4.26,79125,6.37,59.4,2,3.7,12.32,97.92,2,10,0.2144,0
2024-07-31 18:00:00,VH-0251,3.93,66638,10.87,53.53,3,4.5,12.33,87.36,1,2,0.0368,0
2024-08-01 00:00:00,VH-0252,7.56,83902,8.36,49.8,3,5.41,12.15,93.28,0,9,0.0869,0
2024-08-01 06:00:00,VH-0253,5.28,60339,8.04,40.22,3,2.92,11.84,97.56,0,5,0.0764,0
2024-08-01 12:00:00,VH-0254,5.92,83482,2.59,63.99,0,4.39,12.63,84.74,1,7,0.0528,0
2024-08-01 18:00:00,VH-0255,5.24,51522,9.51,14.5,0,3.99,12.52,89.68,3,3,0.0422,0
2024-08-02 00:00:00,VH-0256,6.08,61573,7.48,52.14,3,3.97,12.38,89.79,1,8,0.0707,0
2024-08-02 06:00:00,VH-0257,6.3,106421,2.89,45.54,1,3.98,12.64,95.52,1,12,0.0247,0
2024-08-02 12:00:00,VH-0258,0.3,24199,6.41,38.7,0,2.73,12.91,91.36,0,5,0.006,0
2024-08-02 18:00:00,VH-0259,6.93,111677,2.14,54.34,3,5.12,12.07,98.18,1,9,0.0948,0
2024-08-03 00:00:00,VH-0260,2.65,30243,4.94,12.54,1,4.84,12.82,96.18,1,3,0.0044,0
2024-08-03 06:00:00,VH-0261,1.45,11959,21.51,15.78,3,5.07,12.57,93.6,0,7,0.0483,0
2024-08-03 12:00:00,VH-0262,5.05,72176,2.47,52.82,0,2.88,12.08,94.46,2,5,0.0124,0
2024-08-03 18:00:00,VH-0263,5.42,101505,1.49,47.2,3,4.68,13.15,91.59,1,12,0.0392,0
2024-08-04 00:00:00,VH-0264,3.4,32082,1.99,20.57,1,1.54,12.31,93.3,0,9,0.0016,0
2024-08-04 06:00:00,VH-0265,7.36,90956,4.88,38.89,2,4.68,12.04,83.29,0,4,0.0268,0
2024-08-04 12:00:00,VH-0266,1.71,21313,8.78,32.37,0,4.03,12.75,86.29,0,8,0.006,0
2024-08-04 18:00:00,VH-0267,4.14,78613,5.75,63.57,0,5.64,12.79,102.4,0,10,0.0119,0
2024-08-05 00:00:00,VH-0268,3.68,43266,1.7,5.83,0,1.89,13.01,92.0,1,7,0.0002,0
2024-08-05 06:00:00,VH-0269,5.08,90574,8.7,79.91,4,3.84,12.67,98.58,2,7,0.6313,1
2024-08-05 12:00:00,VH-0270,5.93,85233,0.9,47.08,1,4.47,12.44,87.52,1,5,0.0088,0
2024-08-05 18:00:00,VH-0271,2.58,41213,1.88,37.84,2,2.4,12.84,86.53,1,7,0.0014,0
2024-08-06 00:00:00,VH-0272,7.08,92216,3.55,41.58,0,4.4,12.38,88.88,2,4,0.0365,1
2024-08-06 06:00:00,VH-0273,5.36,60298,11.35,36.8,1,4.67,12.46,91.4,0,8,0.0331,0
2024-08-06 12:00:00,VH-0274,0.3,3000,5.92,21.25,2,2.31,12.86,101.53,0,7,0.0014,0
2024-08-06 18:00:00,VH-0275,0.3,11489,6.09,9.0,1,3.64,12.65,96.31,0,11,0.0043,0
2024-08-07 00:00:00,VH-0276,5.17,52542,1.73,24.75,0,2.57,12.53,89.83,1,4,0.008,0
2024-08-07 06:00:00,VH-0277,4.63,66387,3.83,52.96,0,5.31,11.98,90.99,1,5,0.0493,0
2024-08-07 12:00:00,VH-0278,4.93,55462,10.28,16.7,2,4.38,12.74,96.78,2,7,0.0896,0
2024-08-07 18:00:00,VH-0279,5.13,79235,7.15,48.05,1,3.62,12.62,84.62,0,3,0.0289,0
2024-08-08 00:00:00,VH-0280,5.79,61479,8.92,32.77,5,3.54,11.62,87.17,1,6,0.1627,0
2024-08-08 06:00:00,VH-0281,7.66,136000,5.46,48.97,1,5.28,12.68,95.76,0,4,0.0298,0
2024-08-08 12:00:00,VH-0282,2.31,42539,10.35,54.96,1,5.21,12.58,92.37,0,8,0.0192,0
2024-08-08 18:00:00,VH-0283,2.15,34463,1.72,17.32,1,2.99,12.5,84.34,0,6,0.0004,0
2024-08-09 00:00:00,VH-0284,2.36,27706,4.8,13.1,2,3.43,12.38,82.04,0,2,0.0031,0
2024-08-09 06:00:00,VH-0285,5.95,88589,7.91,43.44,1,3.61,12.2,95.68,1,3,0.014,0
2024-08-09 12:00:00,VH-0286,8.44,100508,1.22,40.19,3,6.41,12.14,92.8,0,10,0.0319,0
2024-08-09 18:00:00,VH-0287,4.08,45647,0.31,32.34,0,1.8,12.47,90.9,0,4,0.0005,0
2024-08-10 00:00:00,VH-0288,0.3,3826,17.04,21.06,2,4.89,13.15,91.93,1,6,0.0144,0
2024-08-10 06:00:00,VH-0289,0.77,18710,5.98,26.66,2,3.39,12.93,92.32,0,6,0.0017,0
2024-08-10 12:00:00,VH-0290,3.03,25314,1.1,24.42,0,3.41,13.5,86.74,1,5,0.0008,0
2024-08-10 18:00:00,VH-0291,3.75,37752,5.87,21.37,3,3.82,12.71,93.73,0,6,0.0144,0
2024-08-11 00:00:00,VH-0292,4.14,23363,1.91,33.02,2,4.06,12.91,95.71,0,4,0.0021,0
2024-08-11 06:00:00,VH-0293,5.3,71330,2.59,38.95,3,3.8,12.31,92.72,1,6,0.0259,0
2024-08-11 12:00:00,VH-0294,4.39,69702,11.61,33.83,3,5.57,12.39,93.32,1,13,0.0631,0
2024-08-11 18:00:00,VH-0295,7.93,75625,3.62,59.39,4,5.86,12.41,99.57,2,8,0.2062,0
2024-08-12 00:00:00,VH-0296,3.44,38971,3.59,28.72,2,3.01,12.92,95.68,1,5,0.0013,0
2024-08-12 06:00:00,VH-0297,2.96,45302,1.85,45.26,1,4.55,12.76,85.99,1,4,0.0122,0
2024-08-12 12:00:00,VH-0298,6.45,73896,4.25,55.81,1,3.84,12.63,91.18,0,6,0.0099,0
2024-08-12 18:00:00,VH-0299,1.21,5334,6.26,35.12,0,3.31,12.88,87.04,0,12,0.0018,0
2024-08-13 00:00:00,VH-0300,6.21,90467,3.61,54.56,1,5.91,12.43,92.42,1,6,0.0749,0
2024-08-13 06:00:00,VH-0301,5.47,100537,19.93,49.41,0,3.64,12.03,96.99,0,4,0.2631,1
2024-08-13 12:00:00,VH-0302,4.82,44912,2.3,31.27,2,4.99,12.42,95.09,2,5,0.1216,1
2024-08-13 18:00:00,VH-0303,9.33,134085,2.28,56.97,2,5.51,12.76,104.37,1,15,0.1408,1
2024-08-14 00:00:00,VH-0304,3.58,29924,4.12,2.0,1,3.52,12.58,92.26,0,3,0.0006,0
2024-08-14 06:00:00,VH-0305,10.56,224472,18.42,96.77,5,6.96,12.02,97.65,0,5,0.99,1
2024-08-14 12:00:00,VH-0306,4.61,39270,9.02,33.21,2,4.24,12.44,92.82,0,6,0.0981,0
2024-08-14 18:00:00,VH-0307,1.88,22685,3.52,35.0,1,2.47,13.17,91.35,0,6,0.0007,0
2024-08-15 00:00:00,VH-0308,5.38,64511,3.52,36.76,0,3.31,11.89,91.27,1,10,0.0054,0
2024-08-15 06:00:00,VH-0309,2.4,46789,2.22,40.6,0,2.67,12.91,84.38,0,2,0.0001,0
2024-08-15 12:00:00,VH-0310,3.25,63707,4.03,21.38,1,3.81,12.27,90.14,0,5,0.0006,0
2024-08-15 18:00:00,VH-0311,6.23,122775,4.7,42.34,0,5.91,12.65,87.33,1,7,0.0784,0
2024-08-16 00:00:00,VH-0312,6.64,94608,8.74,17.85,4,5.55,12.33,101.52,0,5,0.0679,0
2024-08-16 06:00:00,VH-0313,3.58,59362,7.52,34.94,2,2.79,12.08,82.57,0,8,0.0036,0
2024-08-16 12:00:00,VH-0314,7.77,54522,3.92,25.77,2,3.89,12.55,93.53,0,6,0.0084,0
2024-08-16 18:00:00,VH-0315,8.21,106446,14.17,40.42,0,4.62,12.23,82.72,2,8,0.7017,0
2024-08-17 00:00:00,VH-0316,8.93,120350,3.14,59.63,0,5.28,12.3,92.8,1,2,0.0544,0
2024-08-17 06:00:00,VH-0317,6.58,80897,1.46,38.17,1,3.63,12.53,89.22,2,7,0.0752,0
2024-08-17 12:00:00,VH-0318,8.74,128646,6.47,41.0,1,3.57,12.37,82.1,2,3,0.0382,0
2024-08-17 18:00:00,VH-0319,0.31,3000,11.04,49.47,2,3.54,13.12,97.28,0,5,0.033,1
2024-08-18 00:00:00,VH-0320,4.37,79583,5.3,42.43,0,4.65,12.5,77.74,1,6,0.0071,0
2024-08-18 06:00:00,VH-0321,2.95,27582,1.78,13.62,1,3.92,13.13,91.2,0,8,0.0004,0
2024-08-18 12:00:00,VH-0322,5.51,62918,6.1,29.62,1,3.19,12.5,94.45,0,8,0.0031,0
2024-08-18 18:00:00,VH-0323,3.71,69451,6.66,37.63,4,6.45,13.06,103.71,0,5,0.0414,0
2024-08-19 00:00:00,VH-0324,4.77,69013,7.17,37.46,2,4.23,12.45,84.86,1,6,0.0595,0
2024-08-19 06:00:00,VH-0325,10.09,159960,6.19,83.61,4,5.89,12.01,93.97,0,6,0.4439,0
2024-08-19 12:00:00,VH-0326,4.76,66263,12.03,37.75,1,3.45,12.03,96.55,1,7,0.1347,0
2024-08-19 18:00:00,VH-0327,6.28,66623,2.17,61.08,2,5.41,12.56,99.26,1,10,0.039,0
2024-08-20 00:00:00,VH-0328,4.6,43351,0.3,26.36,3,4.79,12.44,101.0,0,4,0.0055,0
2024-08-20 06:00:00,VH-0329,5.4,69908,0.9,44.96,1,4.47,13.15,104.44,0,7,0.0035,0
2024-08-20 12:00:00,VH-0330,5.22,49241,1.76,45.65,0,2.6,12.34,86.75,0,4,0.0073,0
2024-08-20 18:00:00,VH-0331,6.37,111638,9.79,67.23,1,5.71,12.13,94.12,2,6,0.5206,1
2024-08-21 00:00:00,VH-0332,8.23,127600,4.25,73.62,0,5.37,12.6,88.96,1,13,0.1174,0
2024-08-21 06:00:00,VH-0333,9.48,165275,14.9,66.38,5,6.95,12.47,88.6,2,6,0.9426,1
2024-08-21 12:00:00,VH-0334,6.01,105995,2.03,51.06,1,4.59,12.84,91.25,1,3,0.0112,0
2024-08-21 18:00:00,VH-0335,6.73,97198,14.71,18.62,1,4.39,12.6,81.62,1,9,0.033,0
2024-08-22 00:00:00,VH-0336,2.21,32102,2.62,25.68,1,3.55,12.77,88.57,0,6,0.0031,0
2024-08-22 06:00:00,VH-0337,4.97,72995,4.69,53.91,1,6.47,12.56,85.29,0,6,0.0065,0
2024-08-22 12:00:00,VH-0338,7.64,110418,1.11,63.27,5,4.78,13.22,99.59,0,8,0.0545,0
2024-08-22 18:00:00,VH-0339,7.45,134807,13.44,59.09,0,3.51,12.81,85.86,0,4,0.1038,0
2024-08-23 00:00:00,VH-0340,5.75,77557,5.19,62.63,2,4.05,12.78,83.9,1,9,0.0133,0
2024-08-23 06:00:00,VH-0341,7.5,84899,20.5,39.92,3,4.15,12.42,98.6,1,7,0.6242,1
2024-08-23 12:00:00,VH-0342,6.48,75289,11.39,32.93,2,5.66,12.63,90.61,0,8,0.0334,0
2024-08-23 18:00:00,VH-0343,8.32,138514,4.6,55.67,0,3.38,11.96,87.53,1,8,0.0425,0
2024-08-24 00:00:00,VH-0344,5.95,105944,2.99,37.64,1,4.0,12.55,86.51,0,8,0.0055,0
2024-08-24 06:00:00,VH-0345,4.28,72245,10.09,48.05,5,5.09,13.02,103.29,0,13,0.0338,0
2024-08-24 12:00:00,VH-0346,6.07,125519,5.6,60.69,0,5.86,12.75,92.28,1,12,0.1066,0
2024-08-24 18:00:00,VH-0347,0.3,9706,2.85,28.35,0,4.02,12.89,86.95,0,8,0.0003,0
2024-08-25 00:00:00,VH-0348,6.2,101419,5.9,44.72,2,6.31,13.01,84.38,2,6,0.0828,1
2024-08-25 06:00:00,VH-0349,0.3,11221,0.74,20.81,1,3.85,13.09,103.88,0,8,0.0007,0
2024-08-25 12:00:00,VH-0350,0.72,24508,7.27,2.0,0,3.27,13.04,99.53,0,5,0.0009,0
2024-08-25 18:00:00,VH-0351,6.37,147080,8.27,68.48,1,5.87,12.54,99.55,1,9,0.3198,1
2024-08-26 00:00:00,VH-0352,6.44,100897,1.96,50.72,3,3.49,12.75,90.43,1,10,0.0559,0
2024-08-26 06:00:00,VH-0353,2.18,35714,12.24,15.95,1,2.07,12.78,87.93,0,7,0.0005,0
2024-08-26 12:00:00,VH-0354,3.35,46924,10.56,31.41,0,4.7,12.99,92.35,0,5,0.0109,0
2024-08-26 18:00:00,VH-0355,8.76,82819,6.8,40.79,0,4.33,12.8,85.7,0,8,0.0129,0
2024-08-27 00:00:00,VH-0356,3.94,46624,2.45,53.74,0,4.68,12.54,85.39,0,10,0.0029,0
2024-08-27 06:00:00,VH-0357,11.03,192666,8.61,65.47,2,4.85,12.25,100.52,1,10,0.5752,0
2024-08-27 12:00:00,VH-0358,5.2,60676,4.07,40.94,0,5.16,13.03,90.3,1,3,0.0186,0
2024-08-27 18:00:00,VH-0359,6.26,76089,6.3,28.69,0,4.72,12.42,84.76,0,1,0.0031,0
2024-08-28 00:00:00,VH-0360,9.4,145946,9.18,56.91,1,4.97,11.75,96.65,0,10,0.3981,0
2024-08-28 06:00:00,VH-0361,5.54,114412,1.48,57.08,0,4.68,12.31,87.47,1,11,0.044,0
2024-08-28 12:00:00,VH-0362,2.59,38980,1.06,27.64,0,3.98,12.52,80.09,1,5,0.002,0
2024-08-28 18:00:00,VH-0363,4.91,69772,3.76,39.73,2,3.48,12.45,86.87,1,5,0.0056,0
2024-08-29 00:00:00,VH-0364,5.11,84120,18.29,48.28,1,3.93,11.98,88.78,2,5,0.7891,1
2024-08-29 06:00:00,VH-0365,1.65,23331,21.05,19.37,4,4.51,12.73,96.95,1,9,0.2945,0
2024-08-29 12:00:00,VH-0366,4.53,67476,7.15,49.7,0,3.52,12.45,90.62,1,13,0.0238,0
2024-08-29 18:00:00,VH-0367,3.27,27705,10.76,22.99,1,2.22,12.98,96.65,0,10,0.0049,0
2024-08-30 00:00:00,VH-0368,7.6,120076,5.35,54.35,1,5.01,12.01,90.72,1,7,0.1319,0
2024-08-30 06:00:00,VH-0369,5.29,72805,5.91,45.09,1,5.02,12.41,89.58,1,8,0.068,1
2024-08-30 12:00:00,VH-0370,4.46,49168,4.69,36.09,1,4.99,12.65,98.12,0,11,0.009,0
2024-08-30 18:00:00,VH-0371,4.92,86923,11.65,52.89,2,5.06,12.7,98.22,0,9,0.0404,0
2024-08-31 00:00:00,VH-0372,5.78,76684,15.01,45.77,1,5.05,12.68,90.86,2,7,0.4829,0
2024-08-31 06:00:00,VH-0373,6.8,124986,5.81,62.69,3,6.12,12.26,96.72,1,8,0.1832,0
2024-08-31 12:00:00,VH-0374,2.6,46364,5.89,28.58,2,4.15,13.04,90.5,0,3,0.0019,0
2024-08-31 18:00:00,VH-0375,2.49,21173,4.87,11.79,1,1.5,12.14,84.34,2,4,0.0029,1
2024-09-01 00:00:00,VH-0376,8.07,128401,15.26,40.99,0,5.79,12.44,101.88,0,3,0.1195,0
2024-09-01 06:00:00,VH-0377,4.13,62025,9.87,17.33,1,3.18,12.04,88.28,3,5,0.0821,0
2024-09-01 12:00:00,VH-0378,1.52,42530,2.4,52.44,0,2.54,13.01,90.75,0,9,0.0018,0
2024-09-01 18:00:00,VH-0379,6.35,90199,17.93,19.63,4,3.82,12.57,87.93,2,7,0.355,1
2024-09-02 00:00:00,VH-0380,6.4,112598,0.43,67.51,2,7.3,12.92,98.13,0,7,0.0533,0
2024-09-02 06:00:00,VH-0381,1.22,11877,14.28,11.86,1,3.95,12.0,85.35,0,3,0.0054,0
2024-09-02 12:00:00,VH-0382,5.8,74847,11.03,55.63,1,3.17,12.22,99.37,3,14,0.5128,0
2024-09-02 18:00:00,VH-0383,7.11,67813,5.82,12.76,0,3.27,12.68,98.62,1,11,0.0106,0
2024-09-03 00:00:00,VH-0384,6.17,67286,5.72,36.21,2,4.31,12.73,95.78,0,9,0.027,0
2024-09-03 06:00:00,VH-0385,6.84,92216,5.06,64.27,1,4.95,12.56,92.45,0,11,0.0311,0
2024-09-03 12:00:00,VH-0386,1.55,8096,2.5,29.09,2,3.93,12.07,91.83,0,2,0.0029,0
2024-09-03 18:00:00,VH-0387,6.06,101208,17.02,45.58,2,3.76,12.63,92.44,3,10,0.7159,0
2024-09-04 00:00:00,VH-0388,4.41,71227,5.59,16.94,4,5.03,13.08,98.16,1,7,0.0524,0
2024-09-04 06:00:00,VH-0389,3.94,37326,2.47,13.79,1,3.18,12.76,91.44,1,4,0.0033,0
2024-09-04 12:00:00,VH-0390,7.46,108758,16.35,68.66,4,6.18,12.22,101.6,1,11,0.8653,1
2024-09-04 18:00:00,VH-0391,9.05,110812,7.72,48.45,5,5.39,12.44,93.1,0,15,0.1425,0
2024-09-05 00:00:00,VH-0392,9.87,133031,8.05,58.71,0,3.92,12.72,97.6,2,10,0.2743,0
2024-09-05 06:00:00,VH-0393,8.62,110402,18.78,55.9,0,5.12,12.1,88.44,1,14,0.6178,0
2024-09-05 12:00:00,VH-0394,4.91,84924,8.84,28.9,3,5.07,12.42,91.0,0,7,0.0168,0
2024-09-05 18:00:00,VH-0395,6.12,88059,3.39,50.41,1,3.88,12.68,93.15,1,4,0.0351,0
2024-09-06 00:00:00,VH-0396,7.19,119712,8.83,50.37,0,5.26,12.34,92.76,1,8,0.1073,0
2024-09-06 06:00:00,VH-0397,5.52,67182,2.71,42.52,1,4.76,12.6,83.09,0,8,0.0055,0
2024-09-06 12:00:00,VH-0398,5.54,72018,3.93,33.57,2,5.56,11.95,91.18,0,1,0.0192,0
2024-09-06 18:00:00,VH-0399,7.34,87688,6.99,26.53,1,5.06,12.57,81.07,0,7,0.025,0
2024-09-07 00:00:00,VH-0400,5.05,63213,10.65,32.63,3,4.23,12.84,90.94,1,10,0.2004,0
2024-09-07 06:00:00,VH-0401,3.3,47285,3.55,40.47,0,2.03,13.07,85.85,1,6,0.0019,0
2024-09-07 12:00:00,VH-0402,4.12,56119,4.95,40.27,0,4.01,12.96,91.49,0,13,0.0034,0
2024-09-07 18:00:00,VH-0403,6.85,135758,4.91,60.8,2,5.41,12.45,89.57,1,7,0.1798,0
2024-09-08 00:00:00,VH-0404,5.21,87279,11.91,56.05,3,4.76,12.44,91.83,1,7,0.111,0
2024-09-08 06:00:00,VH-0405,6.08,89911,5.71,43.65,4,1.91,12.91,101.07,2,6,0.1529,1
2024-09-08 12:00:00,VH-0406,6.94,80696,17.78,43.89,4,5.5,12.44,106.67,1,8,0.4743,1
2024-09-08 18:00:00,VH-0407,4.23,52013,3.93,28.5,0,2.87,13.17,84.83,1,10,0.0008,0
2024-09-09 00:00:00,VH-0408,7.17,85892,3.68,56.32,1,5.02,12.24,97.01,0,12,0.098,0
2024-09-09 06:00:00,VH-0409,6.18,106135,14.11,54.67,2,6.44,12.04,95.96,1,11,0.1956,0
2024-09-09 12:00:00,VH-0410,1.99,17554,8.34,16.8,2,3.5,12.56,83.86,1,5,0.018,0
2024-09-09 18:00:00,VH-0411,8.95,130052,24.61,40.77,5,5.98,11.52,94.04,1,7,0.9896,0
