vehicle_id,vehicle_age_years,mileage_km,service_gap_months,engine_alerts,brake_wear_percent,avg_monthly_distance_km,warranty_claims,customer_complaints,repair_cost_last_year,battery_voltage,driving_pattern,fuel_type,region,transmission,service_center_type,service_risk
VH100224,2.6,23714,6.0,2,31.4,556,0,1,9750.0,Normal,Highway,Diesel,East,Manual,Authorized,Low Risk
VH100225,5.7,88836,7.0,1,68.8,1570,1,1,6207.0,Low,Mixed,Diesel,North,Automatic,Independent,High Risk
VH100226,6.1,71108,17.0,3,49.7,1784,0,1,7786.0,Normal,City,CNG,East,Automatic,Authorized,Low Risk
VH100227,12.3,117082,7.0,4,81.1,1417,2,2,9573.0,Low,Mixed,Diesel,South,Manual,Authorized,High Risk
VH100228,10.6,118906,15.0,0,82.7,1563,3,2,9932.0,Normal,City,Petrol,South,Manual,Authorized,High Risk
VH100229,3.2,47311,7.0,5,13.6,1193,0,3,7131.0,Low,Mixed,Petrol,East,Manual,Independent,Low Risk
VH100230,4.7,43175,15.0,1,45.1,1713,1,1,8321.0,Low,City,Petrol,East,Manual,Authorized,High Risk
VH100231,1.5,13499,8.0,3,23.1,1284,1,4,5525.0,Normal,Mixed,Petrol,West,Manual,Independent,High Risk
VH100232,3.9,65082,11.0,5,56.4,653,0,2,10532.0,Low,Highway,Petrol,East,Manual,Authorized,High Risk
VH100233,6.4,65016,5.0,1,36.0,1677,0,0,11108.0,,City,Petrol,North,Automatic,Independent,Low Risk
VH100234,8.8,90382,9.0,4,60.7,400,0,2,15691.0,Low,City,CNG,West,Automatic,Authorized,Low Risk
VH100235,3.5,34260,5.0,2,21.0,1397,0,0,6777.0,Normal,Mixed,Petrol,South,Manual,Authorized,Low Risk
VH100236,3.7,60037,6.0,4,55.5,1050,1,2,15227.0,Low,Mixed,Petrol,North,Manual,Independent,Low Risk
VH100237,0.5,16747,6.0,2,8.0,1017,0,2,6812.0,Normal,Mixed,Diesel,North,Automatic,Authorized,High Risk
VH100238,5.1,69681,7.0,0,42.5,1339,1,1,4759.0,Normal,City,Petrol,North,Manual,Authorized,Low Risk
VH100239,2.6,37599,14.0,4,40.8,881,0,2,7652.0,Normal,Highway,Diesel,West,Automatic,Authorized,High Risk
VH100240,4.1,39633,6.0,2,29.1,1516,2,1,10213.0,Normal,City,CNG,West,Automatic,Independent,Low Risk
VH100241,3.1,48229,8.0,2,30.6,1280,0,0,7439.0,Normal,Highway,Petrol,South,Automatic,Authorized,Low Risk
VH100242,5.2,73290,15.0,2,64.7,929,0,1,5092.0,Normal,City,Diesel,West,Automatic,Authorized,High Risk
VH100243,0.8,13787,11.0,2,32.1,1946,1,0,7583.0,Normal,Mixed,Petrol,South,Manual,Authorized,Low Risk
VH100244,1.5,17065,2.0,2,31.4,1356,0,3,9373.0,Normal,Mixed,Petrol,North,Automatic,Independent,Low Risk
VH100245,11.2,162627,2.0,2,98.0,1578,2,0,17860.0,Normal,City,Diesel,West,Automatic,Authorized,High Risk
VH100246,2.0,25143,10.0,0,25.4,1987,0,1,8237.0,Normal,,Petrol,West,Manual,Authorized,Low Risk
VH100247,2.5,18650,5.0,5,22.1,1978,0,2,16621.0,Normal,City,Diesel,North,Automatic,Authorized,Low Risk
VH100248,10.5,123980,2.0,5,75.7,1551,0,1,22736.0,Normal,City,Diesel,East,Manual,Authorized,High Risk
VH100249,13.3,160803,5.0,4,98.0,1093,1,4,19560.0,Normal,City,Petrol,East,Manual,Authorized,High Risk
VH100250,2.3,35517,10.0,0,27.9,507,1,1,2903.0,Low,City,Petrol,North,Manual,Independent,Low Risk
VH100251,4.5,60877,6.0,1,43.1,1357,0,0,945.0,Low,City,Diesel,West,Automatic,Authorized,Low Risk
VH100252,6.4,70397,,2,59.7,1819,1,2,9795.0,Normal,Highway,Petrol,South,Manual,Authorized,High Risk
VH100253,10.2,96645,6.0,1,80.7,1434,2,0,13591.0,Normal,Mixed,Diesel,North,Manual,Authorized,Low Risk
VH100254,2.8,41985,5.0,1,41.7,200,1,3,5409.0,Normal,City,Electric,North,Automatic,Authorized,Low Risk
VH100255,4.8,68061,,4,71.5,1702,0,1,4778.0,Normal,Mixed,Diesel,North,Manual,Independent,High Risk
VH100256,7.6,109753,2.0,4,67.2,1734,1,1,12423.0,Normal,Mixed,Petrol,South,Manual,Authorized,Low Risk
VH100257,6.7,102978,4.0,3,51.0,1093,0,1,13345.0,Normal,City,Diesel,West,Manual,Independent,Low Risk
VH100258,4.5,97807,12.0,2,76.2,1764,0,2,4767.0,Normal,City,Diesel,East,Manual,Authorized,Low Risk
VH100259,5.1,42017,3.0,0,28.9,1577,1,1,6620.0,Normal,Mixed,Diesel,North,Automatic,Authorized,Low Risk
VH100260,1.8,19080,8.0,1,21.6,894,0,0,5751.0,Normal,City,Electric,North,Manual,Authorized,Low Risk
VH100261,4.9,49176,6.0,2,21.9,1911,0,0,11987.0,Normal,City,Diesel,East,Automatic,Authorized,High Risk
VH100262,4.8,39401,5.0,1,26.0,591,0,0,12550.0,Normal,Mixed,Petrol,North,Automatic,Independent,Low Risk
VH100263,6.1,71046,13.0,4,36.9,1220,1,3,10781.0,Normal,Mixed,Petrol,West,Automatic,Authorized,High Risk
VH100264,4.0,58005,14.0,4,41.4,1168,1,0,10688.0,Low,Mixed,Electric,West,Manual,Authorized,High Risk
VH100265,6.8,63153,4.0,1,44.7,821,2,1,9558.0,Normal,Mixed,Diesel,South,Manual,Authorized,Low Risk
VH100266,8.2,104125,7.0,4,72.8,1408,1,1,15958.0,Low,City,CNG,South,Automatic,Authorized,High Risk
VH100267,5.9,26995,2.0,4,42.6,1931,1,1,13530.0,Normal,Highway,Diesel,North,Manual,Independent,Low Risk
VH100268,6.4,91968,12.0,1,72.5,1899,0,0,13070.0,Normal,Mixed,Electric,West,Manual,Authorized,Low Risk
VH100269,5.6,54736,7.0,3,26.6,1626,0,1,2830.0,Normal,City,Diesel,West,Manual,Independent,Low Risk
VH100270,5.5,95288,2.0,2,73.6,368,0,1,10288.0,Normal,City,Electric,North,Manual,Independent,High Risk
VH100271,3.6,53158,4.0,1,44.8,555,2,0,7550.0,Normal,City,CNG,North,Manual,Independent,Low Risk
VH100272,6.4,77471,3.0,0,56.0,1336,1,3,6507.0,Low,Mixed,CNG,North,Automatic,Authorized,Low Risk
VH100273,5.2,47555,4.0,2,40.2,1232,0,1,1435.0,Normal,Highway,Electric,North,Automatic,Authorized,Low Risk
VH100274,11.2,179800,2.0,7,98.0,991,1,3,20135.0,Low,Mixed,Diesel,South,Automatic,Authorized,High Risk
VH100275,9.7,125141,17.0,3,75.9,2241,0,1,11706.0,Normal,City,Diesel,South,Automatic,Independent,High Risk
VH100276,6.5,73237,4.0,3,52.7,1305,1,1,16469.0,Normal,Highway,Diesel,South,Automatic,Authorized,High Risk
VH100277,3.4,42540,8.0,2,50.7,1532,0,1,8261.0,Normal,City,CNG,South,Automatic,Authorized,Low Risk
VH100278,2.5,9252,10.0,1,11.4,1764,1,0,2454.0,Normal,Mixed,Diesel,West,Automatic,Authorized,Low Risk
VH100279,8.7,77881,14.0,7,45.9,1279,1,1,11512.0,Normal,Highway,Diesel,South,Automatic,Independent,High Risk
VH100280,6.2,93956,8.0,2,65.5,2597,2,1,11470.0,Normal,Mixed,Petrol,West,Manual,Authorized,Low Risk
VH100281,6.8,116836,6.0,2,66.5,761,5,4,,Normal,City,CNG,South,Manual,Authorized,High Risk
VH100282,0.8,18630,8.0,2,8.0,935,2,1,4030.0,Normal,City,CNG,North,Manual,Independent,Low Risk
VH100283,8.0,49042,3.0,0,37.5,760,0,1,10632.0,Low,City,Diesel,South,Automatic,Independent,Low Risk
VH100284,6.7,82945,4.0,2,76.0,2063,0,2,8916.0,Normal,Mixed,Diesel,East,Automatic,Independent,Low Risk
VH100285,2.5,27059,6.0,2,28.6,1667,1,0,9665.0,Normal,City,CNG,North,Automatic,,Low Risk
VH100286,4.2,75317,,1,57.8,967,0,0,9707.0,Normal,Mixed,CNG,West,Automatic,Authorized,Low Risk
VH100287,6.2,78369,5.0,2,34.1,801,1,0,4335.0,Normal,City,Diesel,East,Automatic,Authorized,Low Risk
VH100288,5.6,61301,5.0,4,52.9,1970,1,1,7075.0,Normal,Highway,Diesel,North,Manual,Authorized,High Risk
VH100289,4.7,57542,21.0,1,,1438,0,2,13480.0,Normal,City,Diesel,North,Manual,Authorized,High Risk
VH100290,5.2,65832,15.0,3,43.3,1983,0,5,12913.0,Normal,City,Diesel,West,Automatic,Authorized,High Risk
VH100291,4.8,39303,10.0,2,37.8,1219,2,3,4280.0,Normal,Highway,Petrol,North,Manual,Authorized,High Risk
VH100292,5.9,76694,13.0,1,58.5,1516,0,2,3035.0,Normal,City,Petrol,North,Automatic,Authorized,Low Risk
VH100293,9.5,119291,4.0,2,68.6,1406,3,2,13215.0,Normal,City,CNG,East,Automatic,Independent,Low Risk
VH100294,0.5,11998,8.0,0,24.3,925,2,0,0.0,Normal,Highway,Electric,South,Manual,Authorized,Low Risk
VH100295,4.9,33963,12.0,3,46.0,1175,3,2,,Normal,City,Petrol,North,Automatic,Independent,High Risk
VH100296,6.0,77329,4.0,3,54.5,634,0,3,10499.0,Low,Highway,Electric,South,Automatic,Independent,Low Risk
VH100297,6.3,78872,2.0,2,48.3,1507,1,2,9381.0,Low,Highway,Diesel,East,Automatic,Authorized,Low Risk
VH100298,4.5,54047,9.0,2,42.1,1646,1,1,11655.0,Normal,City,Petrol,West,Automatic,Authorized,Low Risk
VH100299,0.8,5000,3.0,2,26.2,1765,0,1,10591.0,Low,City,Diesel,South,Manual,Independent,Low Risk
VH100300,6.4,75146,10.0,0,42.3,1597,1,1,,Normal,City,Petrol,West,Automatic,Independent,Low Risk
VH100301,10.2,132621,14.0,2,94.0,1183,1,1,9562.0,Low,City,Petrol,West,Manual,Authorized,High Risk
VH100302,1.4,41604,4.0,1,29.7,2057,0,0,5254.0,Low,City,Electric,South,Manual,Authorized,Low Risk
VH100303,7.8,102372,4.0,1,73.5,1714,0,0,14991.0,Normal,Highway,Diesel,South,Manual,Independent,Low Risk
VH100304,4.6,63902,14.0,2,43.3,1972,0,4,6850.0,Normal,City,Petrol,East,Automatic,Authorized,Low Risk
VH100305,5.3,101349,8.0,2,64.1,2005,0,0,11491.0,Normal,Mixed,Diesel,North,Automatic,Independent,Low Risk
VH100306,2.7,27497,13.0,1,46.0,1185,0,1,2501.0,Normal,Mixed,Diesel,West,Manual,Authorized,Low Risk
VH100307,4.6,67878,6.0,2,36.2,1452,1,2,8208.0,Low,City,Diesel,West,Automatic,Independent,High Risk
VH100308,9.0,120233,7.0,3,86.1,1653,0,2,9632.0,Low,Highway,Petrol,West,Automatic,Authorized,High Risk
VH100309,7.1,78300,8.0,1,76.5,652,0,2,9175.0,Normal,City,Petrol,North,Automatic,Authorized,Low Risk
VH100310,10.2,145156,19.0,3,98.0,664,0,3,14057.0,Low,City,Diesel,North,Manual,Independent,High Risk
VH100311,8.7,64106,12.0,3,35.0,574,0,0,15026.0,Normal,Mixed,Diesel,South,Manual,Authorized,Low Risk
VH100312,6.7,60457,5.0,3,33.5,1194,0,1,16970.0,Low,City,Electric,West,Manual,Authorized,Low Risk
VH100313,10.2,132008,8.0,2,79.1,1077,3,0,11936.0,Normal,City,Petrol,West,Automatic,Authorized,High Risk
VH100314,6.7,85161,6.0,2,63.0,503,1,1,3631.0,Normal,Mixed,CNG,West,Manual,Authorized,Low Risk
VH100315,7.7,111226,5.0,5,78.3,1328,0,2,14033.0,Normal,Mixed,Electric,South,Manual,Independent,Low Risk
VH100316,4.7,63249,10.0,3,35.1,1200,1,1,10438.0,Low,Highway,Petrol,West,Automatic,Authorized,Low Risk
VH100317,5.7,78181,9.0,1,47.8,1865,0,0,8526.0,Low,Mixed,Petrol,West,Manual,Authorized,Low Risk
VH100318,3.6,45352,4.0,1,,2297,1,1,5486.0,Normal,Mixed,Diesel,North,Automatic,Authorized,Low Risk
VH100319,8.2,124116,8.0,3,81.0,1487,0,1,17391.0,Normal,Mixed,Electric,West,Automatic,Authorized,Low Risk
VH100320,2.3,35883,5.0,0,55.8,888,1,0,4006.0,Normal,Highway,Petrol,North,Manual,Authorized,Low Risk
VH100321,7.6,40489,10.0,2,26.2,1586,0,1,10505.0,Normal,Mixed,Petrol,South,Manual,Authorized,High Risk
VH100322,5.0,67902,5.0,1,41.0,1255,0,2,4761.0,Normal,Highway,Diesel,North,Manual,Authorized,Low Risk
VH100323,8.7,135017,7.0,1,76.5,1125,2,2,4991.0,Normal,City,CNG,West,Automatic,Authorized,Low Risk
VH100324,7.5,113436,5.0,2,84.0,802,1,2,11804.0,Normal,City,Petrol,West,Manual,Authorized,Low Risk
VH100325,10.4,118970,2.0,2,79.6,1009,1,2,14145.0,Low,City,Petrol,West,Manual,Authorized,Low Risk
VH100326,7.5,108496,18.0,0,64.4,1158,0,3,4860.0,Normal,City,Petrol,East,Manual,Authorized,High Risk
VH100327,1.3,25261,8.0,0,24.0,1668,0,0,2528.0,Normal,City,Electric,South,Manual,Authorized,Low Risk
VH100328,5.3,85957,19.0,2,53.0,1516,3,0,8310.0,Normal,City,Diesel,North,Automatic,Authorized,High Risk
VH100329,2.3,16703,8.0,2,26.5,2199,0,2,4072.0,Normal,Mixed,Diesel,South,Manual,Independent,Low Risk
VH100330,4.1,46241,11.0,0,69.2,1601,2,0,2651.0,Normal,City,CNG,West,Automatic,Authorized,Low Risk
VH100331,9.6,136709,5.0,1,96.0,1471,1,0,12686.0,Normal,City,Diesel,North,Automatic,Independent,High Risk
VH100332,7.2,90569,5.0,1,63.3,1091,3,0,8507.0,Low,Mixed,Electric,North,Automatic,Independent,Low Risk
VH100333,3.6,15007,7.0,4,15.0,711,1,1,7849.0,Low,City,Petrol,South,Automatic,Independent,Low Risk
VH100334,2.8,33298,19.0,3,17.7,954,0,3,5013.0,Normal,Mixed,Petrol,South,Manual,Independent,Low Risk
VH100335,5.6,78071,4.0,1,65.4,886,2,0,7374.0,Low,Highway,Petrol,West,Manual,Authorized,Low Risk
VH100336,2.2,24850,2.0,2,35.3,200,0,1,8938.0,Normal,Highway,Petrol,South,Manual,Authorized,Low Risk
VH100337,3.7,45404,14.0,2,34.1,726,0,0,7991.0,Normal,City,CNG,West,Manual,Independent,Low Risk
VH100338,6.3,80369,12.0,3,72.0,2083,1,2,10161.0,Normal,City,Diesel,West,Automatic,Authorized,Low Risk
VH100339,8.6,124872,6.0,3,83.6,1442,1,1,13977.0,Low,Highway,Petrol,West,Manual,Authorized,Low Risk
VH100340,7.1,56133,23.0,4,53.7,1054,0,1,17256.0,Normal,City,CNG,West,Manual,Independent,High Risk
VH100341,0.5,5000,23.0,3,20.0,1457,0,3,7269.0,Normal,City,Diesel,West,Automatic,Authorized,Low Risk
VH100342,6.3,87314,2.0,1,60.6,234,2,2,9253.0,Normal,City,Diesel,East,Automatic,Authorized,Low Risk
VH100343,5.7,101336,5.0,1,59.8,1397,0,3,9923.0,Normal,Highway,Petrol,North,Automatic,Authorized,High Risk
VH100344,6.6,68373,7.0,1,50.4,1914,2,1,8184.0,,Highway,Electric,North,Manual,Authorized,Low Risk
VH100345,9.9,77764,10.0,1,66.5,1187,0,1,12249.0,Normal,Mixed,Diesel,West,Manual,Independent,Low Risk
VH100346,0.5,5000,9.0,1,11.2,329,2,0,1635.0,Normal,Mixed,CNG,West,Manual,Independent,Low Risk
VH100347,3.9,51866,8.0,2,47.7,1035,0,1,2548.0,Normal,City,Diesel,West,Automatic,Authorized,High Risk
VH100348,7.1,72442,4.0,2,42.3,1915,0,2,11487.0,Normal,Mixed,Diesel,West,Automatic,Authorized,Low Risk
VH100349,1.2,19871,10.0,0,33.6,1384,0,0,3689.0,Normal,Mixed,Petrol,North,Automatic,Authorized,Low Risk
VH100350,9.5,123114,11.0,4,85.8,512,0,3,14129.0,Normal,City,Diesel,West,Manual,Authorized,High Risk
VH100351,6.5,72373,13.0,3,41.0,2481,0,1,14415.0,Normal,Highway,Petrol,West,Automatic,Independent,High Risk
VH100352,7.8,106273,3.0,3,70.6,598,0,2,9961.0,Normal,City,Electric,South,Manual,Independent,Low Risk
VH100353,4.0,56328,7.0,2,55.5,1124,0,0,1932.0,Normal,Mixed,Petrol,East,Manual,Independent,Low Risk
VH100354,7.7,99290,5.0,5,55.3,711,1,2,12449.0,Normal,City,Petrol,West,Automatic,Authorized,High Risk
VH100355,8.4,110383,3.0,4,63.5,711,1,0,9129.0,Low,City,Diesel,South,Manual,Authorized,High Risk
VH100356,6.1,36800,6.0,0,33.7,1015,3,1,8072.0,Low,Mixed,Diesel,South,Manual,Authorized,Low Risk
VH100357,6.1,67048,4.0,1,74.7,1581,0,2,5833.0,Low,Highway,Diesel,South,Manual,Authorized,Low Risk
VH100358,6.2,86615,3.0,1,54.7,1921,1,1,,Low,City,CNG,South,Manual,Authorized,High Risk
VH100359,3.2,31680,12.0,1,37.0,1049,0,0,8714.0,Normal,Highway,Diesel,North,Manual,Authorized,Low Risk
VH100360,5.1,49185,,1,44.2,725,0,1,4380.0,Normal,Mixed,Electric,East,Automatic,Authorized,Low Risk
VH100361,5.1,70825,5.0,8,46.9,1499,1,1,13504.0,Low,City,Diesel,West,Manual,Authorized,High Risk
VH100362,6.5,40184,15.0,5,38.1,1514,0,1,15310.0,Normal,Highway,Diesel,North,Automatic,Independent,Low Risk
VH100363,8.2,131511,11.0,6,82.1,1375,2,2,19515.0,Normal,Highway,CNG,South,Automatic,Authorized,High Risk
VH100364,2.6,28413,1.0,1,25.8,1393,0,1,0.0,Normal,Highway,Petrol,East,Automatic,Authorized,Low Risk
VH100365,5.2,73810,10.0,1,36.7,1191,0,1,8331.0,Normal,Mixed,Petrol,North,Automatic,Independent,High Risk
VH100366,9.5,108085,10.0,2,73.8,1301,3,0,5518.0,Normal,Highway,Petrol,East,Automatic,Authorized,High Risk
VH100367,3.5,42397,6.0,2,47.4,1156,0,2,,Low,Highway,Diesel,South,Manual,Authorized,Low Risk
VH100368,3.3,43285,6.0,1,38.7,1807,3,0,9220.0,Normal,Mixed,Diesel,South,Automatic,Authorized,Low Risk
VH100369,6.0,73217,2.0,1,66.7,2409,0,1,17781.0,Normal,City,Petrol,South,Manual,Authorized,Low Risk
VH100370,7.8,103098,23.0,7,77.7,1343,0,4,16506.0,Low,City,Petrol,South,Manual,,High Risk
VH100371,5.5,76973,6.0,1,,1247,0,2,3709.0,Normal,Mixed,Petrol,North,Automatic,Authorized,Low Risk
VH100372,9.1,85092,9.0,2,54.4,1383,3,2,,Normal,Mixed,Diesel,South,Manual,Authorized,High Risk
VH100373,7.8,70196,7.0,3,47.6,908,0,3,12481.0,Low,City,Petrol,West,Automatic,Authorized,High Risk
VH100374,7.8,69650,5.0,1,36.5,1648,0,3,7625.0,Normal,City,CNG,East,Automatic,Authorized,High Risk
VH100375,7.0,70271,12.0,2,50.1,1479,2,1,7341.0,Low,City,Electric,South,Automatic,Authorized,Low Risk
VH100376,11.8,91187,8.0,1,,1031,2,2,12004.0,Low,,CNG,South,Manual,Authorized,Low Risk
VH100377,4.9,76353,6.0,3,75.3,1719,0,0,10926.0,Low,City,CNG,West,Manual,Authorized,High Risk
VH100378,0.5,5259,9.0,1,22.7,1260,0,1,2658.0,Normal,Highway,Electric,West,Manual,Authorized,Low Risk
VH100379,9.8,144012,7.0,1,84.5,746,0,0,8749.0,Normal,City,Diesel,West,Manual,Authorized,High Risk
VH100380,4.3,34609,19.0,3,17.4,1433,1,0,6976.0,Normal,Highway,Diesel,West,Manual,Independent,Low Risk
VH100381,5.8,84654,12.0,4,58.8,1373,1,2,10396.0,Normal,Mixed,CNG,South,Automatic,Independent,High Risk
VH100382,9.0,145511,10.0,2,98.0,1749,2,2,8902.0,Normal,Mixed,Diesel,East,Automatic,Authorized,Low Risk
VH100383,1.2,34401,2.0,2,30.7,1682,0,1,2817.0,Low,Mixed,Diesel,South,Automatic,Independent,Low Risk
VH100384,2.1,19382,10.0,3,30.7,1193,0,0,9200.0,Normal,City,Petrol,North,Manual,Authorized,Low Risk
VH100385,1.2,8650,10.0,1,16.8,1005,1,0,3093.0,Normal,Highway,Diesel,East,Manual,Independent,Low Risk
VH100386,3.4,49273,4.0,1,49.3,1251,0,3,199.0,Normal,Highway,CNG,East,Automatic,Independent,Low Risk
VH100387,6.7,67103,2.0,1,33.7,1439,0,3,12060.0,Normal,City,Diesel,South,Manual,Independent,High Risk
VH100388,6.9,83911,12.0,3,78.3,1502,2,0,12794.0,Normal,Mixed,Petrol,North,Manual,Independent,High Risk
VH100389,6.2,38195,13.0,2,23.0,1407,0,2,5154.0,Normal,Highway,Diesel,South,Automatic,Independent,High Risk
VH100390,1.7,17753,5.0,2,,1203,1,1,4361.0,Normal,Highway,CNG,North,Manual,Authorized,High Risk
VH100391,0.5,5000,5.0,1,13.8,1768,0,1,665.0,Normal,City,Diesel,West,Manual,Independent,Low Risk
VH100392,5.6,40920,8.0,2,35.5,899,1,2,11206.0,Normal,City,Diesel,South,Manual,Authorized,Low Risk
VH100393,4.2,32765,6.0,1,29.6,2539,1,0,5341.0,Normal,Mixed,Petrol,South,Manual,Authorized,Low Risk
VH100394,6.7,39008,2.0,2,38.5,1647,0,1,9797.0,Low,City,Petrol,North,Automatic,Authorized,Low Risk
VH100395,7.4,94387,4.0,2,71.5,664,2,0,10055.0,Low,City,Electric,East,Manual,Authorized,High Risk
VH100396,5.9,72470,9.0,2,65.9,1346,1,2,4574.0,Low,Highway,Petrol,East,Automatic,Authorized,Low Risk
VH100397,7.6,57946,4.0,3,,1652,1,2,16587.0,Normal,Mixed,CNG,South,Manual,Authorized,Low Risk
VH100398,6.1,79743,13.0,2,62.0,1068,0,1,11609.0,Low,,Petrol,West,Manual,Authorized,High Risk
VH100399,6.9,58668,10.0,4,65.4,473,1,2,10318.0,Normal,City,Electric,West,Manual,Authorized,Low Risk
VH100400,3.6,30655,9.0,2,32.1,710,1,2,7854.0,,Mixed,Diesel,South,Automatic,Authorized,High Risk
VH100401,5.0,60511,8.0,0,59.5,1532,0,1,9117.0,Normal,Mixed,Diesel,South,Manual,Authorized,Low Risk
VH100402,6.0,98858,4.0,0,73.6,338,3,1,7078.0,Normal,City,Diesel,North,Automatic,Authorized,High Risk
VH100403,7.7,99084,11.0,3,63.0,496,0,4,17162.0,Low,Mixed,CNG,West,Automatic,Independent,Low Risk
VH100404,4.4,65255,4.0,2,52.2,1529,0,0,17297.0,Normal,City,CNG,West,Manual,Authorized,Low Risk
VH100405,6.9,79403,14.0,2,63.6,1134,0,2,9806.0,Normal,Mixed,Petrol,West,Manual,Authorized,High Risk
VH100406,4.8,33460,18.0,3,32.2,888,1,1,7706.0,Normal,Highway,Petrol,South,Automatic,Independent,High Risk
VH100407,5.2,73193,8.0,1,59.2,993,0,0,4264.0,Normal,Mixed,Petrol,North,Automatic,Independent,Low Risk
VH100408,7.7,117241,16.0,2,88.7,485,1,1,3847.0,Normal,Mixed,Diesel,West,Manual,Authorized,High Risk
VH100409,0.5,11137,4.0,2,19.9,1502,1,1,8444.0,Normal,City,Diesel,North,Automatic,,Low Risk
VH100410,2.0,26559,10.0,0,8.0,831,0,1,2169.0,Normal,City,Petrol,East,Automatic,Authorized,Low Risk
VH100411,1.5,5000,7.0,1,35.2,971,0,0,6901.0,Normal,Mixed,CNG,North,Automatic,Independent,Low Risk
VH100412,0.5,5000,12.0,3,13.5,1430,0,2,9145.0,Normal,City,Petrol,West,Manual,Independent,Low Risk
VH100413,3.7,52370,1.0,1,34.0,1117,1,0,2621.0,Normal,Highway,Petrol,South,Manual,Independent,Low Risk
VH100414,7.5,39490,12.0,1,23.6,884,2,1,6521.0,Normal,City,Petrol,East,Manual,Independent,Low Risk
VH100415,4.7,59453,5.0,0,43.3,215,2,0,11313.0,Normal,City,Diesel,West,Automatic,Independent,Low Risk
VH100416,6.0,33664,8.0,4,26.5,1441,1,2,11676.0,Normal,Highway,Petrol,West,Manual,Authorized,Low Risk
VH100417,8.4,94364,23.0,4,58.3,1291,1,1,11947.0,Low,Highway,Electric,South,Automatic,Authorized,High Risk
VH100418,9.1,145599,10.0,1,87.4,981,4,1,7595.0,Low,Mixed,Diesel,North,Manual,Authorized,High Risk
VH100419,5.3,63885,10.0,2,55.3,711,1,1,8317.0,Normal,City,Diesel,East,Manual,Authorized,High Risk
VH100420,9.2,97488,9.0,1,,1257,0,0,15855.0,Normal,City,Petrol,South,Manual,Authorized,Low Risk
VH100421,5.7,56999,14.0,5,54.7,1500,0,3,15073.0,Normal,City,CNG,West,Automatic,Authorized,High Risk
VH100422,3.2,46289,12.0,2,52.1,1301,2,0,,Normal,City,CNG,East,Manual,Independent,Low Risk
VH100423,3.9,43222,9.0,0,33.9,2102,2,0,10093.0,Normal,Highway,Diesel,South,Automatic,Authorized,Low Risk
VH100424,1.5,11882,9.0,0,21.8,1616,0,1,7316.0,Normal,City,Petrol,North,Automatic,Independent,Low Risk
VH100425,3.1,69316,8.0,1,57.2,1194,1,0,6609.0,Normal,City,Petrol,West,Automatic,Independent,High Risk
VH100426,4.5,48037,7.0,2,33.4,1634,0,0,16934.0,Normal,Mixed,Petrol,South,Automatic,Authorized,Low Risk
VH100427,7.7,90112,3.0,3,59.4,1275,1,1,11388.0,Low,City,Petrol,East,Automatic,Authorized,High Risk
VH100428,10.1,108396,10.0,6,83.6,1274,1,2,21604.0,Normal,City,Diesel,West,Automatic,Authorized,High Risk
VH100429,1.8,46735,5.0,5,52.0,1924,0,2,8112.0,Normal,Mixed,Petrol,North,Manual,Independent,Low Risk
VH100430,6.6,102336,7.0,1,71.6,783,0,0,11579.0,Normal,Highway,CNG,East,Manual,Independent,Low Risk
VH100431,2.7,5418,13.0,0,8.0,1262,1,1,3135.0,Low,City,Diesel,North,Automatic,Authorized,Low Risk
VH100432,6.8,94126,7.0,4,63.0,1869,0,1,14096.0,Normal,Mixed,Diesel,West,Manual,Independent,Low Risk
VH100433,5.1,49875,7.0,3,25.9,1411,0,3,17488.0,Low,Highway,Electric,West,Manual,Independent,Low Risk
VH100434,0.6,10464,8.0,0,20.6,1058,1,1,5086.0,Normal,City,Diesel,South,Automatic,Authorized,Low Risk
VH100435,8.0,61086,6.0,0,50.7,363,1,3,10226.0,Normal,City,Petrol,South,Automatic,Authorized,Low Risk
VH100436,3.9,68928,,1,49.3,200,1,3,,Normal,Mixed,Diesel,West,Manual,Authorized,High Risk
VH100437,4.1,43771,20.0,2,41.0,2330,0,4,8292.0,Normal,City,Diesel,West,Automatic,Authorized,High Risk
VH100438,2.6,26653,20.0,1,33.4,1410,2,0,1864.0,Normal,Mixed,CNG,South,Manual,Independent,Low Risk
VH100439,3.7,37361,9.0,2,37.6,946,0,0,10168.0,Low,City,CNG,South,Manual,Authorized,High Risk
VH100440,6.7,92572,5.0,7,52.2,1432,5,2,19038.0,Normal,,Diesel,West,Automatic,Independent,High Risk
VH100441,5.0,69647,13.0,5,49.9,757,0,5,11675.0,Normal,Mixed,Electric,North,Manual,Independent,High Risk
VH100442,6.4,81907,6.0,3,64.0,1078,2,2,16333.0,Normal,Mixed,Petrol,South,Automatic,Authorized,High Risk
VH100443,6.5,63596,14.0,1,66.7,761,0,0,13473.0,Normal,City,Petrol,West,Automatic,Independent,Low Risk
VH100444,9.1,64007,5.0,3,46.6,515,0,0,13919.0,Low,City,Petrol,West,Manual,Authorized,Low Risk
VH100445,4.6,65649,10.0,1,56.5,200,2,1,8700.0,Normal,Mixed,Diesel,East,Manual,Authorized,Low Risk
VH100446,1.5,8912,15.0,1,28.6,419,0,2,2217.0,Low,Highway,Petrol,East,Automatic,Authorized,Low Risk
VH100447,8.4,85834,6.0,2,59.5,1781,0,2,10689.0,Low,City,Petrol,North,Manual,Independent,High Risk
